company_code,as_of,total_score,prosperity_level,trend,summary,key_drivers,risk_factors,_status,demand_score,demand_reason,supply_competition_score,supply_competition_reason,policy_environment_score,policy_environment_reason,profit_growth_score,profit_growth_reason
002739,2021,52,中性,上行,作为院线龙头，公司在疫情后票房大盘修复中具备经营杠杆弹性与份额优势，但需求恢复受疫情反复压制、行业供给过剩与线上娱乐替代并存，整体处于中性景气、方向向上的弱复苏阶段。,"疫情后观影需求释放与核心档期票房回暖，带动放映及卖品、广告等非票收入修复, 院线行业集中度提升，头部公司在银幕规模、商圈资源与内容制作发行一体化上的份额优势, 低基数下的业绩修复弹性与剧集、游戏、潮玩等多元业务带来的第二增长曲线预期","疫情反复导致影院阶段性停业、上座率管控，票房大盘恢复不及预期, 银幕供给过剩下的单银幕产出下滑，叠加快视频平台对线下娱乐时长的分流, 影院租金折旧等刚性成本高企、分账与内容成本挤压毛利，盈利改善的确定性与质量偏弱",success,14,国内电影市场处于疫情低谷后的修复通道，春节档、国庆档等核心档期票房表现回暖，观影人次与放映场次较2020年显著回升，公司作为头部院线直接受益。但全年疫情多点反复，局部影院阶段性停业、上座率与排片受管控，票房大盘仍未回到疫情前水平，需求恢复呈现明显的档期集中、淡季偏弱特征，恢复节奏与幅度存在不确定性。,13,公司稳居国内院线票房份额首位，银幕规模与商圈布局具备规模效应，非票收入（卖品、广告）结构优于同业，中小影投在经营压力下扩张放缓甚至退出，行业集中度有提升趋势。但前期行业银幕供给过快扩张的库存效应仍在消化，单银幕产出承压，同时短视频、长视频平台对线下观影时长形成持续替代，公司提价与议价能力受限。,12,'十四五'规划将文化产业、电影强国建设列为方向，国产片保护与档期政策对头部院线及内容端构成一定支撑；影视内容备案、审核与艺人税务/饭圈治理趋严，有利于行业规范化但短期增加内容投资与上映节奏的不确定性。同时防疫管控政策是影响影院正常经营的最大外生变量，具有不可预测性。,13,在2020年大幅亏损的低基数上，2021年收入与利润具备修复弹性，规模化院线的固定成本摊薄带来经营杠杆，非票业务和影视剧集、游戏等多元业务提供增量支撑。但影院租金、折旧等刚性成本高，票房分账比例与内容采购成本挤压毛利，广告主投放意愿恢复偏慢，盈利改善的斜率与确定性偏弱，历史商誉减值风险也构成拖累。
601668,2021,50,中性,下行,2021年公司房建与基建业务韧性尚存，但地产调控收紧与基建落地偏慢压制景气预期，整体处于中性偏下行区间。,"建筑央企龙头地位与充足订单储备, 房地产调控收紧与房企信用风险暴露, 基建投资低于预期及大宗商品成本上升","房地产行业下行导致房建需求与地产开发盈利承压, 地方财政与专项债发行节奏偏慢拖累基建实物工作量",success,13,房建需求受房地产投资减速拖累，基建投资因专项债发行偏慢低于预期；虽施工量仍有支撑，但下游扩张动能整体走弱。,14,公司为建筑央企龙头，融资与订单获取优势明显，但行业竞争激烈、垫资与低价竞标普遍，议价能力受限。,11,房地产“三道红线”收紧融资，下半年房企信用风险暴露，对房建与地产开发形成压制；基建政策支持偏温和且落地偏慢。,12,建筑业务毛利率低且受大宗商品涨价挤压，地产板块面临减值与销售放缓压力，盈利增速与确定性预期偏弱。
601169,2021,50,中性,持平,北京银行作为综合金融城商行，2021年信贷需求平稳但净息差与资产质量承压，整体景气度中性。,"疫后经济复苏与对公信贷投放, 绿色金融、科创、小微等结构性政策机会, 综合金融平台带来中收贡献","房地产信用风险暴露与城投债务管控, 净息差收窄与资产质量压力, 大行下沉和同业竞争加剧",success,13,疫后经济复苏支撑对公信贷需求，但房地产融资收紧、消费恢复偏弱、基建投资低于预期，整体信贷需求平稳偏弱，北京区域优质资产竞争激烈。,12,银行业信用供给充裕，大行下沉与同业竞争加剧，优质资产稀缺导致议价能力偏弱，净息差承压；北京银行区域优势和综合金融牌照提供一定壁垒。,13,货币政策稳健，结构性支持小微、绿色、科创等领域，但房地产三道红线、地方债务监管和金融让利实体限制银行定价与扩张，政策环境中性偏紧。,12,净息差收窄、资产质量压力制约盈利弹性，营收与利润增速预期偏低；综合金融平台对中收有支撑，但整体成长空间与确定性有限。
600872,2021,50,中性,下行,2021年中炬高新调味品主业需求偏弱、成本上行与竞争加剧，叠加地产政策收紧，整体景气度中性偏弱且趋势下行。,"调味品刚需属性与行业集中度提升的长期逻辑, 厨邦品牌力与全国化产能布局","原材料及包材成本大幅上涨压制盈利能力, 社区团购低价冲击与行业竞争加剧, 房地产政策收紧及股东债务风险拖累",success,15,调味品需求偏刚性，但2021年疫情反复压制餐饮渠道，居民消费恢复偏弱，社区团购分流传统渠道，需求增速放缓。,13,行业竞争激烈，海天等龙头及区域品牌挤压，社区团购低价冲击价格体系，公司议价能力受限；但厨邦品牌与渠道基础仍提供一定支撑。,11,调味品政策环境中性偏稳，食品安全监管常态化；但房地产“三道红线”收紧拖累园区及地产业务，大宗商品涨价推升原材料成本，消费外部环境偏弱。,11,大豆、包材等成本大幅上涨，社区团购低价竞争与费用上升压制毛利率、净利率，利润增速预期下行；地产板块信用风险暴露进一步拖累成长确定性。
601360,2021,50,中性,下行,2021年公司主业处于互联网广告承压、政企安全投入换增长的过渡期，整体景气度中性偏弱，预计未来1-2年趋势下行。,"网络安全与数据安全政策落地，政企安全需求有增长空间, 智能硬件与数字生活需求平稳，提供一定收入支撑","互联网广告受平台监管、隐私政策及广告主预算收缩影响, 政企安全赛道竞争激烈，前期费用投入大，盈利兑现不确定, 游戏版号收紧与智能硬件红海竞争压制利润",success,13,互联网广告需求受宏观消费偏弱、平台监管及教育/游戏/地产广告主收缩影响，PC流量红利消退；政企安全需求受政策驱动有增长，但收入占比与拉动有限；智能硬件需求平稳但竞争激烈。,11,互联网广告市场被头部平台主导，公司份额与议价能力受限；智能硬件处于红海竞争；政企安全赛道参与者众多，公司需持续投入换份额，竞争格局偏激烈。,15,平台经济反垄断、数据隐私监管及游戏版号收紧对互联网广告和增值服务形成压制；但网络安全、数据安全、等保2.0等政策利好政企安全业务，政策环境整体偏结构性利好但非全面利好。,11,广告业务高毛利但收入承压，智能硬件毛利率偏低，政企安全前期研发与销售投入大、盈利兑现不确定，整体利润增长缺乏弹性，未来1-2年下行压力大于上行空间。
002624,2021,48,中性,下行,游戏与影视双主业处于产品周期与政策收紧的交织期，需求平稳但盈利承压、监管不确定性高，整体景气度中性偏弱、趋势向下。,"《梦幻新诛仙》《幻塔》等新品上线带来的流水与业绩弹性, 版号收紧加速中小厂商出清，头部精品研发商的长期竞争格局改善","游戏版号暂停审批导致新品上线节奏与收入确认高度不确定, 未成年人防沉迷新规及文娱内容监管趋严，叠加影视剧集资产减值风险, 买量成本上升与腾讯、网易挤压下市场份额与议价能力承压",success,13,游戏行业整体需求仍属稳健但增速明显放缓，移动游戏用户红利见顶、进入存量博弈；公司端《梦幻新诛仙》上线表现较好、二次元新品《幻塔》具备期待度，构成需求端亮点，但老产品流水自然衰减，影视剧集端受内容监管与平台采购收缩影响需求偏弱，整体下游景气度方向不明确。,12,行业竞争格局高度集中，腾讯、网易占据主导地位，渠道与买量成本持续上行，中小厂商与二线厂商份额与议价能力承压；公司在MMO与二次元品类有研发积累，但版号收紧一方面加速尾部出清，另一方面也限制了公司新品投放节奏，供给端整体偏紧而非顺畅扩张。,9,2021年8月起游戏版号审批暂停、未成年人防沉迷新规落地（严格限时），文娱内容与演员薪酬、剧集采购等监管趋严，叠加平台经济反垄断与教培双减带来的政策收紧氛围，市场对传媒互联网板块的政策不确定性溢价显著上升，外部环境整体偏负面。,13,影视业务资产减值与海外业务调整对利润形成明显拖累，老产品流水下滑、新游前期推广费用与买量成本抬升压制利润率，短期盈利承压；但若新品流水兑现，2022年存在业绩弹性预期，成长确定性因版号与产品表现的双重不确定而偏低。
600177,2021,47,中性,下行,2021年雅戈尔服装主业弱复苏、地产融资收紧、投资波动较大，整体业务景气度中性偏弱。,"服装消费疫后弱复苏与品牌渠道调整, 地产融资收紧及行业信用风险暴露压制估值预期","疫情反复拖累线下服装消费与门店经营, 房地产行业信用风险扩散及项目去化不及预期, 服装行业竞争加剧与库存压力上升",success,13,服装消费疫后恢复偏弱，线下客流受疫情反复扰动；地产销售受“三道红线”和融资收紧影响，需求观望情绪上升，投资业务亦难形成稳定实体需求支撑。,12,品牌服装行业竞争激烈、集中度低，渠道与库存压力较大；地产行业资金链紧张、竞争格局恶化，公司整体议价能力与份额扩张空间有限。,10,房地产执行“三道红线”，融资端收紧对地产业务形成明显压制；消费政策支持有限，能耗双控与限电限产对中游制造和消费环境亦有扰动，公司缺乏新能源、半导体等高景气政策红利。,12,服装主业毛利率改善空间有限，地产业务面临结算毛利下行与减值压力，投资收益波动较大，未来1-2年盈利成长确定性和弹性均一般。
601336,2021,46,较低景气,下行,2021年寿险行业处于下行周期，新华保险需求疲弱、代理人脱落、投资端承压，未来1-2年景气度预期较低。,"代理人队伍大幅脱落导致新单保费负增长, 长端利率下行压制投资端收益与利差损风险, 第三支柱养老保险等政策长期利好但短期贡献有限","寿险改革成效不及预期，新业务价值持续下滑, 利率持续下行与房地产信用风险暴露冲击投资收益, 监管政策趋严及销售队伍整顿带来短期经营压力",success,12,寿险新单保费增长乏力，代理人队伍持续脱落，重疾险需求在旧定义切换后透支明显，疫情反复与消费疲弱抑制保障型产品需求；长期养老健康需求向好但短期难以对冲。,11,行业代理人渠道收缩，银保渠道竞争加剧，产品同质化严重，公司市场份额面临头部与中小险企双重挤压，议价能力有限。,13,政策鼓励第三支柱养老保险、专属商业养老保险试点及商业健康险发展，但监管趋严规范销售行为，长端利率下行与房地产信用风险对投资端构成压力。,10,新业务价值增长承压，投资收益面临利率下行和资本市场波动，准备金计提增加，利润增速预期放缓，成长确定性较低。
601318,2021,44,较低景气,下行,综合金融龙头但寿险负债端与投资端双重承压，2021年看未来1-2年业务景气预期偏弱。,"寿险改革深化与代理人渠道调整, 综合金融协同及银行业务稳健, 养老第三支柱与健康险政策预期","寿险新单与NBV持续承压, 房地产信用风险暴露冲击投资端, 车险综改下财产险承保盈利压力, 利率下行与权益市场波动",success,10,寿险新单与代理人产能恢复偏弱，车险综改压制保费，银行信贷需求相对平稳，整体下游需求走弱。,12,保险龙头地位仍在，但代理人渠道收缩、互联网保险分流与车险综改加剧竞争，议价能力承压。,11,养老第三支柱与健康险有政策支持，但金融监管趋严、地产融资收紧、利率下行及地产信用风险形成外部压制。,11,寿险NBV与利润增长承压，投资端面临地产敞口和资本市场波动，银行板块相对稳健但难完全对冲。
600027,2021,44,较低景气,下行,2021年煤价高企压制火电盈利，华电国际主营景气度处于较低水平，短期趋势下行。,"疫后用电需求复苏, 燃煤电价市场化改革部分疏导成本, 双碳目标下清洁能源转型长期空间","煤炭价格持续高位或大幅波动, 能耗双控与限电限产扰动, 电价传导不畅导致火电亏损扩大",success,17,疫后经济复苏和出口强劲带动全社会用电需求高增，但能耗双控、限电限产及高煤价抑制火电出力，需求景气高但公司电量释放受供给端约束。,11,火电装机整体充足，但煤价高企导致发电意愿偏低，区域供电格局稳定而电价受管制、议价能力较弱，新能源装机扩张带来长期替代压力。,13,双碳目标与能耗双控对煤电形成长期约束，但保供稳价政策和燃煤上网电价市场化改革部分对冲成本压力，政策环境整体偏紧中有阶段性支持。,3,煤炭价格大幅上涨使燃料成本飙升，火电毛利率和净利率大幅承压甚至亏损，新能源转型短期难以贡献利润，盈利与成长预期疲弱。
601601,2021,44,较低景气,下行,2021年保险行业需求偏弱、竞争加剧、盈利承压，公司作为头部险企难独善其身，景气度预期偏低。,"老龄化与健康养老需求长期增长, 非车险业务保持一定增长, 公司规模与综合金融协同优势","寿险代理人流失与新业务价值下滑, 车险综改与利率下行、地产信用风险压制盈利",success,10,寿险需求受居民收入预期与疫情反复压制，代理人渠道收缩，新单与NBV承压；车险综改下保费增长受限，仅非车险与健康险有一定支撑。,12,保险行业供给主体多、产品同质化，车险综改加剧价格竞争，寿险代理人争夺激烈；公司规模与品牌有优势但份额与议价能力受挤压。,13,监管持续引导“保险姓保”，车险综改、产品与销售规范带来短期压力；老龄化与养老健康政策提供长期支持，但2021年落地有限。,9,寿险NBV与利润率下行，财险承保盈利受车险综改压制，投资端低利率与地产信用风险扰动，利润增速与成长确定性偏弱。
601628,2021,44,较低景气,下行,2021年寿险需求与代理人渠道承压，资产端收益面临不确定性，公司业务景气度偏弱、趋势下行。,"庞大存量客户与品牌渠道优势, 养老第三支柱与健康险长期政策支持","新单与NBV持续负增长, 代理人流失与增员困难, 长端利率低位及权益市场波动压制投资收益, 疫情反复抑制线下展业",success,10,疫情反复压制线下展业和居民保障型消费，代理人队伍收缩，新单与NBV增长承压，长期保障需求仍有空间但短期恢复偏弱。,11,公司为寿险龙头，品牌和渠道规模稳固，但产品同质化、中小险企及互联网渠道竞争加剧，代理人产能提升尚难抵消规模下滑，议价能力一般。,14,监管引导保险姓保、支持养老第三支柱和健康险发展，长期政策方向偏暖；但销售与产品监管趋严，低利率和资本市场波动影响资产端，宏观消费恢复偏弱。,9,新业务价值增长承压，代理人下滑拖累保费，长端利率偏低与权益市场波动压制投资收益，利润和内含价值增长确定性下降。
000627,2021,44,较低景气,下行,2021年人身险行业处于渠道收缩、需求偏弱、价值率下行的景气低点，国华人寿以银保规模导向的业务结构更显承压，整体景气度偏低且趋势向下。,"疫后保障需求恢复不及预期、代理人队伍大幅收缩, 长端利率下行与地产信用风险拖累投资收益及利差损担忧","新单保费与NBV持续负增长、渠道改革成效不确定, 投资收益率下行与地产相关资产减值风险, 银保渠道占比偏高、价值率低导致盈利弹性不足",success,10,疫后保障型保险需求恢复明显低于预期，代理人渠道队伍大幅脱落，重疾险新旧定义切换红利消退，新单保费与NBV普遍负增长；储蓄型产品受长端利率下行影响吸引力与价值率双降，国华人寿以银保、中短存续期为主的业务结构对需求走弱更为敏感。,11,人身险行业产品同质化严重、渠道竞争激烈，头部险企凭品牌与个险队伍占据优势；公司依托银保渠道规模导向，价值率与议价能力偏弱，在渠道与产品端均缺乏差异化壁垒，市场份额与定价话语权有限。,13,'保险姓保、回归保障'监管主线延续，产品定价利率、销售行为与费用管控趋严；健康险与养老第三支柱虽有政策鼓励，但短期难以形成规模增量；长端利率中枢下行带来利差损隐忧，监管与宏观环境对估值形成压制。,10,投资端受资本市场波动与地产信用风险暴露拖累，投资收益率存在下行压力；负债端新单承压、费差与死差改善有限，利润率趋势偏弱；成长空间与确定性均较低，难以支撑明显向好的盈利预期。
600637,2021,44,较低景气,持平,2021年公司传统媒体、零售与文旅主业需求偏弱、竞争加剧，新业务尚处培育期，整体景气度偏低且缺乏向上动能。,"广电5G与中国广电全国一网整合带来的长期主题性机会, 疫后文旅与线下消费边际修复带来的阶段性弹性","疫情反复导致文旅客流与线下消费恢复不及预期, 短视频与长视频平台分流及直播电商冲击下媒体与零售业务持续下滑, 房地产融资收紧使文化地产板块去化与结算承压",success,11,融合媒体业务面临IPTV/OTT用户增长见顶与短视频、长视频平台对用户时长的分流，有线电视用户持续流失；文旅业务（东方明珠塔等）受2021年疫情反复（暑期南京-张家界疫情等）冲击，客流恢复不稳固；零售（电视购物）在电商直播冲击下需求持续萎缩；文化地产在“三道红线”与融资收紧下需求与去化预期转弱。仅智慧广电5G处于业务培育期，尚无规模化需求放量，整体下游需求缺乏向上弹性。,10,媒体内容与渠道端竞争高度激烈：互联网长视频平台资本雄厚、短视频抢占流量入口，公司内容与渠道议价能力偏弱；电视购物赛道被直播电商与综合电商平台大幅挤压，份额与毛利承压；文旅业务受同类城市地标观光与主题公园分流；文化地产在同业中并无规模优势且面临行业性缩表。智慧广电5G虽有700MHz频段资源稀缺性，但与三大运营商相比网络、终端、生态均处劣势，短期难形成竞争壁垒。,13,政策面冷热不均：媒体融合、文化数字化、广电5G全国一网整合及700MHz共建共享获政策支持，公司作为上海文广体系核心平台具备一定政策资源；但文化传媒内容监管持续从严，平台经济反垄断与文娱领域综合治理压低行业估值与变现空间；房地产“三道红线”与融资端收紧直接压制文化地产板块；2021年消费与线下服务受疫情反复拖累，文旅政策利好难以充分兑现。,10,收入结构以增速偏低甚至萎缩的融合媒体、零售与文旅为主，高毛利内容与广告业务受竞争和监管挤压，毛利率与净利率预期承压；文化地产结算节奏受行业融资收紧与销售走弱影响，利润贡献的不确定性上升；广电5G、文化科技平台等新业务处于投入期，短期难以贡献可观利润，整体利润增速与成长确定性偏弱，缺乏明确的业绩上行驱动。
600004,2021,44,较低景气,上行,2021年白云机场仍处疫情冲击后的较低景气区间，国内线边际恢复但国际线拖累显著，未来1-2年景气修复依赖国际开放节奏。,"国内航空出行边际恢复, 国际航线与免税业务修复预期, 航空货运韧性支撑, 枢纽产能利用率逐步回升","疫情反复与边境管制延长, 国际旅客恢复慢于预期, 非航收入与免税销售承压, 成本刚性及资本开支压力",success,10,国际航线仍受疫情管控抑制，国内客流恢复但受局部疫情反复扰动；航空货运相对有支撑，整体旅客需求显著低于疫情前。,14,白云机场为区域枢纽，具备自然垄断和区位优势，但国际航线与周边枢纽存在竞争，疫情期间产能利用率偏低、对航空公司和租户议价能力阶段性减弱。,12,民航“十四五”和基建补短板方向有支持，但“外防输入”与严格边境管控压制国际客运恢复，消费和旅游政策亦受疫情反复制约。,8,高固定成本与折旧压力较大，国际旅客相关的免税、广告、租赁等非航收入恢复缓慢，盈利弹性受制于国际线开放时点，短期利润承压。
002508,2021,44,较低景气,下行,2021年厨电龙头受地产后周期下行与成本压力压制，业务景气度预期偏弱。,"房地产后周期需求走弱, 原材料成本上涨与工程渠道信用风险","房企信用风险向产业链传导, 行业竞争加剧与需求恢复不及预期",success,11,厨电需求与房地产后周期高度相关，2021年‘三道红线’下房企融资收紧、拿地与新开工预期走弱，精装修渠道需求承压；消费恢复偏弱，更新需求仅部分对冲，整体需求增速预期放缓。,12,行业竞争激烈，集成灶等新品类和综合家电品牌分流，头部品牌份额相对稳固但工程渠道议价能力受地产客户资金紧张拖累；产能供给充足，原材料涨价挤压中游。,10,房地产融资与监管趋严直接压制地产后周期需求，未见针对厨电的强刺激政策；‘双碳’与能耗双控对制造端形成一定扰动，消费政策支持有限。,11,钢、铜等大宗商品价格上涨推升成本，毛利率承压；工程渠道应收款与信用减值风险上升，利润增速确定性下降；新品拓展提供结构性成长但难以完全对冲。
002714,2021,43,较低景气,下行,2021年猪周期进入下行阶段，牧原股份虽具成本与规模优势，但生猪养殖业务景气度预期偏低且趋势向下。,"生猪产能恢复推动猪价进入下行周期, 公司出栏扩张与成本优势带来相对抗压能力","猪价下跌幅度或持续时间超预期, 饲料原料成本上涨及疫病、环保政策扰动",success,11,猪肉消费以刚需为主，总量增长平稳，疫情反复抑制餐饮与团体消费；生猪价格从高位进入下行通道，需求端对养殖景气支撑减弱。,10,前期高盈利刺激行业产能快速恢复，生猪供给趋于宽松甚至过剩，猪价承压，行业竞争加剧；公司具备成本与规模优势，但难以逆转周期下行。,13,政策强调生猪稳产保供，并在价格过低时可能启动收储，但环保、土地及饲料成本上升构成约束，宏观消费恢复偏弱亦不利。,9,猪价下行使行业盈利预期显著承压，未来1-2年处于猪周期下行阶段；公司虽可凭借出栏扩张和成本领先以量补价，但利润增速与毛利率预期回落。
000860,2021,43,较低景气,下行,2021年公司低端白酒基本盘平稳但竞争加剧，生猪养殖业务受猪周期下行拖累，整体业务景气度偏弱且趋势向下。,"牛栏山低端白酒全国化基本盘与大众消费韧性, 生猪产能恢复后猪价下行，养殖端盈利承压","生猪价格持续低迷导致养殖板块亏损扩大, 白酒行业竞争加剧、成本上涨及消费税监管预期扰动",success,12,白酒大众消费受疫情反复与消费恢复偏弱制约，低端光瓶酒需求平稳但缺乏弹性；猪肉消费虽偏刚性，但生猪价格进入下行周期，养殖端需求景气明显走弱。,9,光瓶酒赛道竞争激烈，牛栏山面临同类低价酒及名酒下沉挤压，提价能力有限；生猪产能快速恢复后供给趋于过剩，猪价下跌，养殖与屠宰环节竞争加剧。,13,白酒行业面临消费税预期、市场监管座谈等扰动；猪肉方面有保供稳价与收储政策支持，但难以逆转猪周期下行；宏观消费环境偏弱，外部需求支撑不足。,9,猪价下行导致生猪养殖亏损并拖累整体利润，屠宰肉制品成本改善有限；白酒成本上涨、费用投放与竞争压力压制盈利能力，未来1-2年成长确定性偏低。
300003,2021,42,较低景气,下行,集采常态化压制价格与盈利，医疗需求虽稳但成长预期偏弱，整体景气度较低。,"人口老龄化与医疗需求刚性, 国产替代与创新医疗器械布局","集采扩围与降价压力, 疫情反复影响医疗服务与诊疗量",success,17,医疗需求刚性且老龄化提供长期支撑，疫后诊疗活动恢复，但疫情反复可能扰动线下医疗服务，整体需求增长平稳而非高弹性。,9,医疗器械与药品领域竞争激烈，集采常态化压缩价格与渠道利润，公司议价能力受政策约束，龙头份额与国产替代构成一定支撑。,8,医药集采常态化、监管趋严，相关行业预期明显降温；创新器械与国产替代虽获政策支持，但整体政策环境偏紧。,8,集采导致高毛利业务价格与毛利率承压，短期利润增速不确定性较大；创新产品与医疗服务提供部分成长空间，但确定性和弹性有限。
600048,2021,42,较低景气,下行,2021年房地产行业处于政策收紧与信用风险暴露期，公司作为央企龙头相对占优，但主营业务景气度整体偏低且趋势下行。,"行业出清与央企份额提升, 融资成本与拿地优势","按揭与融资持续收紧导致销售下行, 房地产税试点与毛利率下滑压力",success,10,房地产销售受按揭收紧、购房预期转弱影响，2021年下半年起明显走弱，未来1-2年需求增速预计下移。,13,行业融资收紧加速出清，中小房企退出，央企龙头在融资和拿地上份额优势提升，但整体库存与去化压力仍大。,7,三道红线、房贷集中度管理、房价地价约束及房地产税试点预期构成持续压制，政策环境明显偏紧。,12,前期高价地结算与限价导致毛利率下行，利润增速承压；低融资成本和份额提升仅部分对冲。
603087,2021,42,较低景气,下行,2021年胰岛素专项集采预期主导下，公司作为国产胰岛素龙头面临价格与盈利双重压力，业务景气度预期偏低。,"胰岛素专项集采带来的降价预期, 糖尿病用药需求刚性但增速平稳, 公司国产胰岛素类似物龙头地位与以量补价潜力","集采降价幅度超预期导致利润大幅下滑, 行业竞争加剧及外资企业价格策略, 新产品研发与上市进度不及预期",success,15,糖尿病患病率持续上升，胰岛素需求刚性且稳定增长，但增速平稳；胰岛素类似物对动物源/人胰岛素的替代提供结构性增量，但整体需求无爆发性增长。,10,国内胰岛素市场竞争者增多（通化东宝、联邦制药等），外资原研仍占较高份额；集采将迫使企业以价换量，价格竞争加剧，公司议价能力面临考验。,8,医药集采常态化，2021年国家启动胰岛素专项集采，政策导向明确为降价控费，对胰岛素行业盈利预期形成显著压制；医保控费压力持续。,9,公司历史毛利率和净利率较高，但集采预期下产品价格将大幅下降，利润增速可能放缓甚至下滑；以量补价的效果存在不确定性，成长确定性减弱。
000069,2021,42,较低景气,下行,2021年华侨城A的文旅与地产双主业均面临需求偏弱、政策收紧和盈利承压，整体景气度较低且趋势下行。,"国内旅游边际复苏预期与文旅资源禀赋, 央企背景在融资和综合开发中的相对抗风险能力, 房地产调控与融资收紧对销售和利润的压制","疫情反复导致旅游客流和线下消费恢复不及预期, 房地产信用风险暴露与行业销售持续走弱, 地产毛利率下行及去化压力拖累盈利",success,12,旅游业务受疫情反复和线下消费恢复偏弱压制，跨省游与客流恢复不确定性高；房地产业务在调控收紧和融资受限下，销售与需求预期走弱。,11,文旅项目竞争激烈且客流恢复不稳；地产行业供给过剩、去化压力加大，企业间融资与信用分化明显，公司综合开发模式虽有一定资源壁垒，但整体议价能力下降。,10,旅游纾困政策力度有限且受防疫政策约束；房地产执行“三道红线”和融资端收紧，政策环境对地产主业明显不利。,9,地产毛利率趋势下行、信用风险暴露拖累盈利预期；文旅业务盈利恢复依赖疫情控制，未来1-2年成长确定性与利润弹性均承压。
600383,2021,41,较低景气,下行,2021年房地产行业在融资收紧与需求转弱双重压力下进入下行周期，公司作为稳健型房企相对抗压但难改景气下行趋势。,"行业融资端'三道红线'与房贷集中度管理持续收紧，信用风险暴露, 下半年商品房销售同比转负，需求端明显走弱, 公司财务结构相对稳健，物业管理板块提供一定业绩稳定性","预售资金监管强化与销售回款放缓导致的流动性压力, 地价高位与限价销售对结算毛利率的持续挤压及减值风险, 行业信用事件蔓延可能引发的购房者信心与融资环境进一步恶化",success,10,2021年下半年起全国商品房销售面积与金额同比转负，房企去化率下滑，购房者观望情绪因房价下行预期与房企信用事件而加重；尽管上半年销售仍有韧性，但前瞻1-2年需求端已明确走弱，二三四线城市库存去化压力上升。,12,行业整体处于去杠杆、去产能阶段，拿地主体收缩，公司作为财务相对稳健的头部房企在土地市场有一定相对优势、市占率有望被动提升；但集中供地初期地价偏高挤压利润，且同行降价促销加剧竞争，公司议价能力与定价权总体偏弱。,8,'三道红线'、房贷集中度管理、预售资金监管持续收紧，融资端对房企尤其是民营房企形成强约束，下半年信用风险开始暴露、境外债市场基本冻结；虽年末政策出现'两个维护'等边际纠偏信号，但基调仍是'房住不炒'，行业政策环境整体不利。,11,前期高价地与限价销售叠加，行业结算毛利率进入下行通道，减值计提压力上升，利润率与利润增速预期承压；物业管理板块提供稳定增量但体量有限，难以对冲开发主业盈利下行的趋势，成长确定性与空间均被压缩。
601155,2021,41,较低景气,下行,2021年新城控股开发销售受地产调控和信用收缩拖累，商业运营提供一定韧性，但整体业务景气度偏低且趋势下行。,"房地产融资收紧与销售下行压制开发业务, 商业综合体运营提供稳定现金流和成长韧性, 行业出清下优质商管资产的相对竞争力","房企信用风险与融资环境持续收紧, 疫情反复冲击线下商业客流与租金, 开发业务毛利率下行与库存去化压力",success,12,房地产销售端受按揭收紧、限购限贷及购房预期转弱影响，2021年下半年销售增速回落；商业综合体客流与租金在疫后修复，但疫情反复和消费偏弱制约线下商业需求，整体需求景气偏弱。,13,行业融资收紧加速房企出清，土地市场竞争边际降温，但存量库存与同质化商业供应仍多；公司商业运营品牌有一定壁垒，但开发业务议价能力弱、去化压力上升。,7,三道红线、房贷集中度管理、土地两集中等调控政策持续压制房企融资与拿地；虽然商业运营受扩内需政策一定支持，但地产开发政策环境显著偏紧，信用风险开始暴露。,9,开发业务毛利率受高地价、限价和融资成本上升挤压，结算利润率趋于下行；商业租金及管理收入提供稳定现金流和成长性，但短期难以完全对冲开发端盈利下滑。
001979,2021,41,较低景气,下行,2021年房地产调控与融资收紧主导行业下行，招商蛇口凭借央企信用相对抗压，但住宅开发主业景气度偏低、趋势向下。,"房地产调控持续与融资端收紧压制销售和投资, 行业信用风险暴露加速出清，央企相对受益但难改下行","销售与回款持续恶化，去化率下降, 合作项目及存货减值风险上升, 高地价与限价导致毛利率进一步下滑, 政策超预期收紧或房产税试点扩大",success,11,住宅销售端受按揭收紧、限购限贷和房价预期转弱影响，2021年下半年起明显降温；未来1-2年行业需求增速承压，核心城市虽有韧性但难以扭转整体下行趋势。,14,三道红线加速行业出清，高杠杆房企收缩或退出，公司作为央企在融资、拿地和信用方面相对占优，但全行业库存与去化压力仍大，竞争格局改善尚不足以抵消需求走弱。,7,房住不炒、三道红线、贷款集中度管理、土地两集中等调控持续，融资端明显收紧，政策环境对住宅开发业务形成强压制；虽有稳增长微调预期，但行业基调未转向。,9,高地价与限价导致毛利率趋势下行，行业信用风险暴露带来减值压力，结转利润增速承压；持有物业与物业管理可提供一定稳定性，但占比较有限，难以对冲开发业务盈利下滑。
